"Url", "Url"
"Title", "Title"
"Description", "Description"
"Preview Image", "Preview Image"
"Get Video Information", "Get Video Information"
"Hide from Product Page", "Hide from Product Page"
"YouTube and Vimeo supported.", "YouTube and Vimeo supported."
"Role", "Role"
"", ""
"", ""

